Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2011-01-12 18:00:00,0,266.4200134,-5.130010986,82.4817093,4.835959024,0,0
2011-01-12 19:00:00,0,265.3399963,-5.750006104,85.33678946,4.364504609,0,0
2011-01-12 20:00:00,0,265.3399963,-6.130010986,85.92186315,4.471621583,0,0
2011-01-12 21:00:00,0,265.3399963,-6.500006104,86.41085331,4.601651885,0,0
2011-01-12 22:00:00,0,259.0700073,-6.880010986,86.92498679,4.74009485,0,0
2011-01-12 23:00:00,0,259.0700073,-7.169989014,88.42916987,4.140772834,0,0
2011-01-13 00:00:00,0,259.0700073,-7.459967041,89.96224694,3.536693436,0,0
2011-01-13 01:00:00,0,251.0399933,-7.739996338,91.45422049,2.934552822,0,0
2011-01-13 02:00:00,0,251.0399933,-8.019995117,92.08840595,2.744011559,0,0
2011-01-13 03:00:00,0,251.0399933,-8.299993896,92.70936064,2.563006057,0,0
2011-01-13 04:00:00,0,250.7599945,-8.579962158,93.31580831,2.381029267,0,0
2011-01-13 05:00:00,0,250.7599945,-8.679968262,93.36745687,2.056453201,0,0
2011-01-13 06:00:00,0,250.7599945,-8.780004883,93.41476858,1.739223911,0,0
2011-01-13 07:00:00,0,241.3300018,-8.880010986,93.45719782,1.452480693,0,0
2011-01-13 08:00:00,0,241.3300018,-8.769995117,92.05104703,1.514001311,0,0
2011-01-13 09:00:00,51.10900116,241.3300018,-8.669989014,90.7391129,1.632329664,0,0
2011-01-13 10:00:00,168.1289978,248.3200073,-8.559973145,89.37291676,1.792344806,0,0
2011-01-13 11:00:00,254.5079956,248.3200073,-7.639959717,87.60656078,2.277213186,0,0
2011-01-13 12:00:00,325.4299927,248.3200073,-6.720007324,85.70842164,2.800321457,0,0
