"PERMANENT_ID","lake.name","date","depth","temp","doobs"
131843856,"Big Moose",2001-08-08 00:00:00,3,24.9,8.2
131843856,"Big Moose",2001-08-08 00:00:00,4,24,8.1
131843856,"Big Moose",2001-08-08 00:00:00,5,20,8
131843856,"Big Moose",2001-08-08 00:00:00,6,17.9,7.6
131843856,"Big Moose",2001-08-08 00:00:00,7,15.7,7.3
131843856,"Big Moose",2001-08-08 00:00:00,8,13.6,7.3
131843856,"Big Moose",2001-08-08 00:00:00,9,12.5,7.4
131843856,"Big Moose",2001-08-08 00:00:00,10,11.2,7.5
131843856,"Big Moose",2001-08-08 00:00:00,11,10.2,7.5
131843856,"Big Moose",2001-08-08 00:00:00,12,8.7,7.5
131843856,"Big Moose",2001-08-08 00:00:00,13,8,7.7
131843856,"Big Moose",2001-08-08 00:00:00,14,7.3,7.5
131843856,"Big Moose",2001-08-08 00:00:00,15,7.1,7.3
131843856,"Big Moose",2001-08-08 00:00:00,16,6.9,7.1
131843856,"Big Moose",2001-08-08 00:00:00,17,6.8,7
131843856,"Big Moose",2001-08-08 00:00:00,18,6.7,6.9
131843856,"Big Moose",2001-08-08 00:00:00,19,6.6,6.7
131843856,"Big Moose",2001-08-08 00:00:00,20,6.6,6.6
131843856,"Big Moose",2002-08-14 00:00:00,0,24.3,8
131843856,"Big Moose",2002-08-14 00:00:00,1,24.1,8.1
131843856,"Big Moose",2002-08-14 00:00:00,2,24,8.1
131843856,"Big Moose",2002-08-14 00:00:00,3,23.9,8.1
131843856,"Big Moose",2002-08-14 00:00:00,4,23,8.1
131843856,"Big Moose",2002-08-14 00:00:00,5,22.1,7.9
131843856,"Big Moose",2002-08-14 00:00:00,6,20.8,7.6
131843856,"Big Moose",2002-08-14 00:00:00,7,17.8,7.2
131843856,"Big Moose",2002-08-14 00:00:00,8,16,7.2
