"PERMANENT_ID","lake.name","date","year","month","day","Z.max","sample.depth","sample.layer","TotalP.ug.L","MRP.ug.L","TFP.ug.L","TotalN","chl.a.ug.L","Fe"
133099321,"Willys",2003-08-06,2003,8,6,12.3,6,"Ye",2.18,0.5,2.46,0.41,1.15,"0.13"
133099321,"Willys",2004-07-13,2004,7,13,11.3,5,"Ye",2.22,1.58,1.33,0.44,0.82,"0.13"
133099321,"Willys",2004-08-03,2004,8,3,12.5,5,"Ye",1.53,0.5,0.5,0.38,1.27,"0.13"
133099321,"Willys",2005-07-12,2005,7,12,12,5,"Ye",2.15,0.5,1.98,0.45,0.6,"0.13"
133099321,"Willys",2005-08-09,2005,8,9,12.1,7,"Ye",2.07,1.17,0.5,0.31,0.82,"0.13"
133099321,"Willys",2006-07-13,2006,7,13,13.1,4,"Ye",1.42,1.59,0.5,0.29,1.17,"0.13"
133099321,"Willys",2006-08-10,2006,8,10,12.1,5,"Ye",2.03,1.1,0.5,0.22,1.42,"0.13"
131844009,"Windfall",1994-06-20,1994,6,20,5.6,5,"N",6.8,2.5,0.5,0.6,2.61,"0.05"
131844009,"Windfall",1994-07-25,1994,7,25,5.7,3,"Ye",9.8,2.2,5,0.56,1.54,"0.05"
131844009,"Windfall",1994-08-23,1994,8,23,5.3,5,"N",9.5,2.3,1.6,0.51,3.91,"0.05"
131844009,"Windfall",1995-06-13,1995,6,13,5.3,3,"Ye",15,5.6,6.8,1.15,2.56,"0.05"
131844009,"Windfall",1995-08-15,1995,8,15,5.5,4,"Ye",6.8,2.4,1.4,2.67,6.41,"0.05"
131844009,"Windfall",1995-09-06,1995,9,6,5.3,5,"N",6.6,2.2,2.1,NA,10.21,"0.05"
131844009,"Windfall",1996-06-18,1996,6,18,6.1,2,"Ye",4,2.53,1,0.65,0.54,"0.05"
131844009,"Windfall",1996-07-18,1996,7,18,5.7,3,"Ye",6.38,2.31,2.68,0.53,2.27,"0.05"
131844009,"Windfall",1996-08-15,1996,8,15,5.4,4,"Ye",5.72,1.73,1.59,0.43,4.26,"0.05"
131844009,"Windfall",1997-07-10,1997,7,10,5.6,4,"Ye",8.5,1.68,2.2,0.52,3.69,"0.05"
131844009,"Windfall",1997-08-12,1997,8,12,5.7,4,"Ye",7.5,1.6,2.6,0.56,2.1,"0.05"
131844009,"Windfall",1998-07-08,1998,7,8,5.7,2,"Ye",6.66,1.05,1.71,0.59,2.29,"0.17"
131844009,"Windfall",1998-08-11,1998,8,11,5.7,3,"Ye",NA,2.51,2.68,0.43,3.19,"0.05"
131844009,"Windfall",1999-07-07,1999,7,7,5.8,3,"Ye",5.24,1.96,2.63,0.51,2.53,"0.07"
131844009,"Windfall",1999-08-17,1999,8,17,15.1,4,"N",7.14,1.33,2.72,0.31,3.46,"0.28"
131844009,"Windfall",2000-07-12,2000,7,12,5.7,4,"Ye",5.2,0.51,2.78,0.43,2.4,"0.05"
131844009,"Windfall",2000-08-15,2000,8,15,5.6,4,"Ye",6.05,1.62,5.3,0.4,3.14,"0.11"
131844009,"Windfall",2001-07-10,2001,7,10,5.3,3,"Ye",6.81,5.89,2.06,0.57,2.76,"0.13"
131844009,"Windfall",2001-09-06,2001,9,6,5.7,5,"N",6.74,2.6,1.78,0.35,5.23,"0.13"
131844009,"Windfall",2002-08-28,2002,8,28,5.5,4,"Ye",6.34,2.14,1.61,0.31,4.27,"0.13"
131844009,"Windfall",2002-09-24,2002,9,24,5.5,5,"N",7.2,3.18,2.08,0.33,8.14,"0.13"
131844009,"Windfall",2003-07-10,2003,7,10,5.9,2,"Ye",6.23,2.26,1.77,0.45,3.9,"0.13"
131844009,"Windfall",2003-08-07,2003,8,7,6.1,2,"Ye",5.03,1.37,1.48,0.35,4.96,"0.13"
131844009,"Windfall",2004-07-21,2004,7,21,6,3,"Ye",3.39,2.73,1.53,0.36,6.42,"0.13"
131844009,"Windfall",2004-08-04,2004,8,4,5.7,3,"Ye",3.85,3.74,3.97,0.29,7.36,"0.13"
131844009,"Windfall",2005-07-13,2005,7,13,5.7,3,"Ye",8.35,3.04,3,0.47,5.77,"0.13"
131844009,"Windfall",2005-08-10,2005,8,10,5.6,3,"Ye",7.26,4.48,1.49,0.35,7.01,"0.13"
131844009,"Windfall",2006-07-14,2006,7,14,6.1,2,"Ye",6.34,2.67,2.23,0.37,3.71,"0.13"
131844009,"Windfall",2006-08-10,2006,8,10,5.9,2,"Ye",5.19,2.17,1.18,0.29,4.24,"0.13"
